profile_id,role_category,skills,skill_count,experience_years,source,raw_skills,normalized_skills,normalized_experience
SYN_0474,Frontend Developer,"['Problem Solving', 'Communication', 'Next.js', 'Time Management', 'HTML', 'REST APIs', 'Vue.js', 'Testing', 'Git']",9,8+,Synthetic,"['Problem Solving', 'Communication', 'Next.js', 'Time Management', 'HTML', 'REST APIs', 'Vue.js', 'Testing', 'Git']","['Problem Solving', 'Communication', 'JavaScript', 'Time Management', 'HTML/CSS', 'Rest Apis', 'Vue.js', 'Testing', 'Git']",Lead Level (8+ years)
SYN_0475,Frontend Developer,"['CSS', 'Communication', 'JavaScript', 'Angular', 'Next.js', 'REST APIs', 'TypeScript', 'HTML', 'React', 'Creativity', 'Vue.js', 'Tailwind CSS']",9,0-2,Synthetic,"['CSS', 'Communication', 'JavaScript', 'Angular', 'Next.js', 'REST APIs', 'TypeScript', 'HTML', 'React', 'Creativity', 'Vue.js', 'Tailwind CSS']","['HTML/CSS', 'Communication', 'JavaScript', 'Angular', 'Rest Apis', 'TypeScript', 'React', 'Creativity', 'Vue.js']",Entry Level (0-2 years)
SYN_0476,DevOps Engineer,"['AWS', 'Bash', 'Leadership', 'CI/CD', 'Prometheus', 'Jenkins', 'Monitoring', 'Time Management', 'Terraform', 'Creativity', 'Ansible', 'Git', 'Docker']",13,5-8,Synthetic,"['AWS', 'Bash', 'Leadership', 'CI/CD', 'Prometheus', 'Jenkins', 'Monitoring', 'Time Management', 'Terraform', 'Creativity', 'Ansible', 'Git', 'Docker']","['AWS', 'Bash', 'Leadership', 'Ci/Cd', 'Prometheus', 'Jenkins', 'Monitoring', 'Time Management', 'Terraform', 'Creativity', 'Ansible', 'Git', 'Docker']",Senior Level (5-8 years)
SYN_0477,Mobile Developer,"['Android', 'Kotlin', 'Flutter', 'Critical Thinking', 'Time Management', 'App Store Deployment', 'Swift', 'Testing']",8,3-5,Synthetic,"['Android', 'Kotlin', 'Flutter', 'Critical Thinking', 'Time Management', 'App Store Deployment', 'Swift', 'Testing']","['Android', 'Kotlin', 'Flutter', 'Critical Thinking', 'Time Management', 'App Store Deployment', 'Swift', 'Testing']",Mid Level (3-5 years)
SYN_0478,Cybersecurity Analyst,"['SIEM', 'Problem Solving', 'ISO 27001', 'Risk Assessment', 'Security Audits', 'Firewalls', 'Creativity', 'Cryptography', 'Adaptability', 'Penetration Testing']",10,3-5,Synthetic,"['SIEM', 'Problem Solving', 'ISO 27001', 'Risk Assessment', 'Security Audits', 'Firewalls', 'Creativity', 'Cryptography', 'Adaptability', 'Penetration Testing']","['Siem', 'Problem Solving', 'Iso 27001', 'Risk Assessment', 'TypeScript', 'Firewalls', 'Creativity', 'Cryptography', 'Adaptability', 'Penetration Testing']",Mid Level (3-5 years)
SYN_0479,Cloud Engineer,"['Networking', 'AWS', 'Serverless', 'Linux', 'CI/CD', 'Azure', 'Teamwork', 'Adaptability', 'Security', 'CloudFormation', 'Infrastructure as Code', 'Docker']",12,3-5,Synthetic,"['Networking', 'AWS', 'Serverless', 'Linux', 'CI/CD', 'Azure', 'Teamwork', 'Adaptability', 'Security', 'CloudFormation', 'Infrastructure as Code', 'Docker']","['C#', 'AWS', 'Serverless', 'Linux', 'Ci/Cd', 'Azure', 'Teamwork', 'Adaptability', 'Security', 'Cloudformation', 'Infrastructure As Code', 'Docker']",Mid Level (3-5 years)
SYN_0480,Software Developer,"['Linux', 'Java', 'Problem Solving', 'Python', 'JavaScript', 'SQL', 'Time Management', 'Documentation', 'REST APIs', 'Agile', 'Git', 'Data Structures']",12,3-5,Synthetic,"['Linux', 'Java', 'Problem Solving', 'Python', 'JavaScript', 'SQL', 'Time Management', 'Documentation', 'REST APIs', 'Agile', 'Git', 'Data Structures']","['Linux', 'Java', 'Problem Solving', 'Python', 'JavaScript', 'SQL', 'Time Management', 'Documentation', 'Rest Apis', 'Agile', 'Git', 'Data Structures']",Mid Level (3-5 years)
SYN_0481,Software Developer,"['Debugging', 'Communication', 'Algorithms', 'SQL', 'Version Control', 'Time Management', 'Documentation', 'REST APIs', 'Agile', 'Adaptability', 'Testing', 'Git', 'Object-Oriented Programming']",12,3-5,Synthetic,"['Debugging', 'Communication', 'Algorithms', 'SQL', 'Version Control', 'Time Management', 'Documentation', 'REST APIs', 'Agile', 'Adaptability', 'Testing', 'Git', 'Object-Oriented Programming']","['Debugging', 'Communication', 'Algorithms', 'SQL', 'Git', 'Time Management', 'Documentation', 'Rest Apis', 'Agile', 'Adaptability', 'Testing', 'Object-Oriented Programming']",Mid Level (3-5 years)
SYN_0482,Data Analyst,"['Data Cleaning', 'Data Visualization', 'Problem Solving', 'Communication', 'Python', 'Excel', 'Tableau', 'Statistics', 'Time Management', 'ETL', 'Looker', 'Teamwork']",12,3-5,Synthetic,"['Data Cleaning', 'Data Visualization', 'Problem Solving', 'Communication', 'Python', 'Excel', 'Tableau', 'Statistics', 'Time Management', 'ETL', 'Looker', 'Teamwork']","['Data Cleaning', 'Data Visualization', 'Problem Solving', 'Communication', 'Python', 'Excel', 'Tableau', 'Statistics', 'Time Management', 'Etl', 'Looker', 'Teamwork']",Mid Level (3-5 years)
SYN_0483,Software Developer,"['Linux', 'SQL', 'JavaScript', 'Version Control', 'Time Management', 'REST APIs', 'Creativity', 'Agile', 'Data Structures', 'Testing', 'Git', 'Object-Oriented Programming', 'Teamwork']",12,0-2,Synthetic,"['Linux', 'SQL', 'JavaScript', 'Version Control', 'Time Management', 'REST APIs', 'Creativity', 'Agile', 'Data Structures', 'Testing', 'Git', 'Object-Oriented Programming', 'Teamwork']","['Linux', 'SQL', 'JavaScript', 'Git', 'Time Management', 'Rest Apis', 'Creativity', 'Agile', 'Data Structures', 'Testing', 'Object-Oriented Programming', 'Teamwork']",Entry Level (0-2 years)
SYN_0484,Frontend Developer,"['UI/UX Principles', 'CSS', 'Leadership', 'Problem Solving', 'Angular', 'TypeScript', 'Creativity', 'Git', 'Tailwind CSS']",8,3-5,Synthetic,"['UI/UX Principles', 'CSS', 'Leadership', 'Problem Solving', 'Angular', 'TypeScript', 'Creativity', 'Git', 'Tailwind CSS']","['Ui/Ux Principles', 'HTML/CSS', 'Leadership', 'Problem Solving', 'Angular', 'TypeScript', 'Creativity', 'Git']",Mid Level (3-5 years)
SYN_0485,Software Developer,"['Debugging', 'Communication', 'Algorithms', 'JavaScript', 'SQL', 'Documentation', 'REST APIs', 'Object-Oriented Programming', 'Creativity', 'Testing', 'Git', 'Data Structures', 'Teamwork']",13,5-8,Synthetic,"['Debugging', 'Communication', 'Algorithms', 'JavaScript', 'SQL', 'Documentation', 'REST APIs', 'Object-Oriented Programming', 'Creativity', 'Testing', 'Git', 'Data Structures', 'Teamwork']","['Debugging', 'Communication', 'Algorithms', 'JavaScript', 'SQL', 'Documentation', 'Rest Apis', 'Object-Oriented Programming', 'Creativity', 'Testing', 'Git', 'Data Structures', 'Teamwork']",Senior Level (5-8 years)
SYN_0486,DevOps Engineer,"['AWS', 'Bash', 'Problem Solving', 'Jenkins', 'Prometheus', 'Monitoring', 'Time Management', 'Git', 'Teamwork']",9,0-2,Synthetic,"['AWS', 'Bash', 'Problem Solving', 'Jenkins', 'Prometheus', 'Monitoring', 'Time Management', 'Git', 'Teamwork']","['AWS', 'Bash', 'Problem Solving', 'Jenkins', 'Prometheus', 'Monitoring', 'Time Management', 'Git', 'Teamwork']",Entry Level (0-2 years)
SYN_0487,Full Stack Developer,"['Leadership', 'Python', 'Communication', 'JavaScript', 'REST APIs', 'Creativity', 'Node.js', 'PostgreSQL', 'Git', 'Tailwind CSS', 'Docker']",11,3-5,Synthetic,"['Leadership', 'Python', 'Communication', 'JavaScript', 'REST APIs', 'Creativity', 'Node.js', 'PostgreSQL', 'Git', 'Tailwind CSS', 'Docker']","['Leadership', 'Python', 'Communication', 'JavaScript', 'Rest Apis', 'Creativity', 'Node.js', 'PostgreSQL', 'Git', 'HTML/CSS', 'Docker']",Mid Level (3-5 years)
SYN_0488,Data Scientist,"['A/B Testing', 'NumPy', 'Scikit-learn', 'Python', 'Deep Learning', 'Statistics', 'Machine Learning', 'Critical Thinking', 'TensorFlow', 'Teamwork']",10,0-2,Synthetic,"['A/B Testing', 'NumPy', 'Scikit-learn', 'Python', 'Deep Learning', 'Statistics', 'Machine Learning', 'Critical Thinking', 'TensorFlow', 'Teamwork']","['A/B Testing', 'NumPy', 'Scikit-Learn', 'Python', 'Deep Learning', 'Statistics', 'Machine Learning', 'Critical Thinking', 'TensorFlow', 'Teamwork']",Entry Level (0-2 years)
SYN_0489,Data Scientist,"['A/B Testing', 'Data Visualization', 'Pandas', 'Scikit-learn', 'Python', 'Spark', 'Tableau', 'Statistics', 'SQL', 'Machine Learning', 'Time Management', 'Critical Thinking']",12,3-5,Synthetic,"['A/B Testing', 'Data Visualization', 'Pandas', 'Scikit-learn', 'Python', 'Spark', 'Tableau', 'Statistics', 'SQL', 'Machine Learning', 'Time Management', 'Critical Thinking']","['A/B Testing', 'Data Visualization', 'Pandas', 'Scikit-Learn', 'Python', 'Spark', 'Tableau', 'Statistics', 'SQL', 'Machine Learning', 'Time Management', 'Critical Thinking']",Mid Level (3-5 years)
SYN_0490,IT Support Specialist,"['Networking Basics', 'Hardware', 'Windows', 'Leadership', 'Remote Support', 'Customer Service', 'Ticketing Systems', 'Critical Thinking', 'Software Installation', 'Documentation', 'Troubleshooting', 'Mobile Devices', 'Adaptability']",13,3-5,Synthetic,"['Networking Basics', 'Hardware', 'Windows', 'Leadership', 'Remote Support', 'Customer Service', 'Ticketing Systems', 'Critical Thinking', 'Software Installation', 'Documentation', 'Troubleshooting', 'Mobile Devices', 'Adaptability']","['Networking Basics', 'Hardware', 'Windows', 'Leadership', 'Remote Support', 'Customer Service', 'Ticketing Systems', 'Critical Thinking', 'Software Installation', 'Documentation', 'Troubleshooting', 'Mobile Devices', 'Adaptability']",Mid Level (3-5 years)
SYN_0491,Data Analyst,"['Data Cleaning', 'Data Visualization', 'Communication', 'Excel', 'Statistics', 'Reporting', 'ETL', 'Creativity', 'Power BI', 'Looker']",10,3-5,Synthetic,"['Data Cleaning', 'Data Visualization', 'Communication', 'Excel', 'Statistics', 'Reporting', 'ETL', 'Creativity', 'Power BI', 'Looker']","['Data Cleaning', 'Data Visualization', 'Communication', 'Excel', 'Statistics', 'Reporting', 'Etl', 'Creativity', 'Power BI', 'Looker']",Mid Level (3-5 years)
SYN_0492,Full Stack Developer,"['Leadership', 'JavaScript', 'Critical Thinking', 'Next.js', 'Time Management', 'Express.js', 'REST APIs', 'TypeScript', 'MongoDB', 'Git', 'React', 'Docker']",10,0-2,Synthetic,"['Leadership', 'JavaScript', 'Critical Thinking', 'Next.js', 'Time Management', 'Express.js', 'REST APIs', 'TypeScript', 'MongoDB', 'Git', 'React', 'Docker']","['Leadership', 'JavaScript', 'Critical Thinking', 'Time Management', 'Rest Apis', 'TypeScript', 'MongoDB', 'Git', 'React', 'Docker']",Entry Level (0-2 years)
SYN_0493,UI/UX Designer,"['Wireframing', 'Problem Solving', 'Communication', 'Illustrator', 'Sketch', 'Visual Design', 'Adobe XD', 'User Research', 'Creativity', 'User Flows', 'Accessibility', 'Interaction Design', 'Information Architecture']",13,3-5,Synthetic,"['Wireframing', 'Problem Solving', 'Communication', 'Illustrator', 'Sketch', 'Visual Design', 'Adobe XD', 'User Research', 'Creativity', 'User Flows', 'Accessibility', 'Interaction Design', 'Information Architecture']","['Wireframing', 'Problem Solving', 'Communication', 'Illustrator', 'Sketch', 'Visual Design', 'Adobe Xd', 'User Research', 'Creativity', 'User Flows', 'Accessibility', 'Interaction Design', 'Information Architecture']",Mid Level (3-5 years)
SYN_0494,Product Manager,"['Roadmapping', 'JIRA', 'Customer Discovery', 'Communication', 'Leadership', 'Product Metrics', 'Critical Thinking', 'Data Analysis', 'Agile', 'MVP', 'Stakeholder Management', 'Teamwork']",12,5-8,Synthetic,"['Roadmapping', 'JIRA', 'Customer Discovery', 'Communication', 'Leadership', 'Product Metrics', 'Critical Thinking', 'Data Analysis', 'Agile', 'MVP', 'Stakeholder Management', 'Teamwork']","['Roadmapping', 'Jira', 'Customer Discovery', 'Communication', 'Leadership', 'Product Metrics', 'Critical Thinking', 'Data Science', 'Agile', 'Mvp', 'Stakeholder Management', 'Teamwork']",Senior Level (5-8 years)
SYN_0495,Backend Developer,"['Java', 'Problem Solving', 'Python', 'SQL', 'Redis', 'Time Management', 'Spring Boot', 'Node.js', 'Teamwork']",8,0-2,Synthetic,"['Java', 'Problem Solving', 'Python', 'SQL', 'Redis', 'Time Management', 'Spring Boot', 'Node.js', 'Teamwork']","['Java', 'Problem Solving', 'Python', 'SQL', 'Redis', 'Time Management', 'Node.js', 'Teamwork']",Entry Level (0-2 years)
SYN_0496,Cloud Engineer,"['AWS', 'Linux', 'Communication', 'CI/CD', 'Monitoring', 'Google Cloud', 'Teamwork', 'Terraform', 'Infrastructure as Code', 'CloudFormation']",10,3-5,Synthetic,"['AWS', 'Linux', 'Communication', 'CI/CD', 'Monitoring', 'Google Cloud', 'Teamwork', 'Terraform', 'Infrastructure as Code', 'CloudFormation']","['AWS', 'Linux', 'Communication', 'Ci/Cd', 'Monitoring', 'Google Cloud', 'Teamwork', 'Terraform', 'Infrastructure As Code', 'Cloudformation']",Mid Level (3-5 years)
SYN_0497,Software Developer,"['Debugging', 'Problem Solving', 'Algorithms', 'JavaScript', 'Version Control', 'Agile', 'Adaptability', 'Object-Oriented Programming']",8,0-2,Synthetic,"['Debugging', 'Problem Solving', 'Algorithms', 'JavaScript', 'Version Control', 'Agile', 'Adaptability', 'Object-Oriented Programming']","['Debugging', 'Problem Solving', 'Algorithms', 'JavaScript', 'Git', 'Agile', 'Adaptability', 'Object-Oriented Programming']",Entry Level (0-2 years)
SYN_0498,Software Developer,"['Linux', 'Leadership', 'SQL', 'Time Management', 'Documentation', 'Agile', 'Testing', 'Git', 'Teamwork']",9,5-8,Synthetic,"['Linux', 'Leadership', 'SQL', 'Time Management', 'Documentation', 'Agile', 'Testing', 'Git', 'Teamwork']","['Linux', 'Leadership', 'SQL', 'Time Management', 'Documentation', 'Agile', 'Testing', 'Git', 'Teamwork']",Senior Level (5-8 years)
SYN_0499,UI/UX Designer,"['Figma', 'Wireframing', 'Prototyping', 'Photoshop', 'Communication', 'Problem Solving', 'Illustrator', 'Sketch', 'Usability Testing', 'User Research', 'Design Systems', 'Accessibility', 'Teamwork']",13,0-2,Synthetic,"['Figma', 'Wireframing', 'Prototyping', 'Photoshop', 'Communication', 'Problem Solving', 'Illustrator', 'Sketch', 'Usability Testing', 'User Research', 'Design Systems', 'Accessibility', 'Teamwork']","['Figma', 'Wireframing', 'Prototyping', 'Photoshop', 'Communication', 'Problem Solving', 'Illustrator', 'Sketch', 'Usability Testing', 'User Research', 'Design Systems', 'Accessibility', 'Teamwork']",Entry Level (0-2 years)
SYN_0500,Full Stack Developer,"['Problem Solving', 'Python', 'JavaScript', 'HTML/CSS', 'Express.js', 'REST APIs', 'TypeScript', 'Node.js', 'Teamwork', 'Docker']",9,3-5,Synthetic,"['Problem Solving', 'Python', 'JavaScript', 'HTML/CSS', 'Express.js', 'REST APIs', 'TypeScript', 'Node.js', 'Teamwork', 'Docker']","['Problem Solving', 'Python', 'JavaScript', 'HTML/CSS', 'Rest Apis', 'TypeScript', 'Node.js', 'Teamwork', 'Docker']",Mid Level (3-5 years)
SYN_0501,Database Administrator,"['Linux', 'Database Design', 'Leadership', 'High Availability', 'Monitoring', 'Critical Thinking', 'Query Optimization', 'MongoDB']",8,3-5,Synthetic,"['Linux', 'Database Design', 'Leadership', 'High Availability', 'Monitoring', 'Critical Thinking', 'Query Optimization', 'MongoDB']","['Linux', 'Database Design', 'Leadership', 'Machine Learning', 'Monitoring', 'Critical Thinking', 'Query Optimization', 'MongoDB']",Mid Level (3-5 years)
SYN_0502,Backend Developer,"['Database Design', 'Python', 'SQL', 'Redis', 'Authentication', 'REST APIs', 'MongoDB', 'Adaptability', 'Node.js', 'Teamwork', 'Docker']",11,0-2,Synthetic,"['Database Design', 'Python', 'SQL', 'Redis', 'Authentication', 'REST APIs', 'MongoDB', 'Adaptability', 'Node.js', 'Teamwork', 'Docker']","['Database Design', 'Python', 'SQL', 'Redis', 'Authentication', 'Rest Apis', 'MongoDB', 'Adaptability', 'Node.js', 'Teamwork', 'Docker']",Entry Level (0-2 years)
SYN_0503,Backend Developer,"['Microservices', 'Django', 'Java', 'Database Design', 'Communication', 'Python', 'SQL', 'Redis', 'Time Management', 'REST APIs', 'Node.js', 'Teamwork', 'Docker']",13,0-2,Synthetic,"['Microservices', 'Django', 'Java', 'Database Design', 'Communication', 'Python', 'SQL', 'Redis', 'Time Management', 'REST APIs', 'Node.js', 'Teamwork', 'Docker']","['Microservices', 'Django', 'Java', 'Database Design', 'Communication', 'Python', 'SQL', 'Redis', 'Time Management', 'Rest Apis', 'Node.js', 'Teamwork', 'Docker']",Entry Level (0-2 years)
SYN_0504,UI/UX Designer,"['Prototyping', 'Visual Design', 'Critical Thinking', 'Adobe XD', 'Usability Testing', 'Design Systems', 'Interaction Design', 'Adaptability']",8,3-5,Synthetic,"['Prototyping', 'Visual Design', 'Critical Thinking', 'Adobe XD', 'Usability Testing', 'Design Systems', 'Interaction Design', 'Adaptability']","['Prototyping', 'Visual Design', 'Critical Thinking', 'Adobe Xd', 'Usability Testing', 'Design Systems', 'Interaction Design', 'Adaptability']",Mid Level (3-5 years)
SYN_0505,Mobile Developer,"['iOS', 'Testing', 'API Integration', 'Kotlin', 'Leadership', 'Communication', 'App Store Deployment', 'Mobile UI', 'React Native', 'Teamwork']",10,3-5,Synthetic,"['iOS', 'Testing', 'API Integration', 'Kotlin', 'Leadership', 'Communication', 'App Store Deployment', 'Mobile UI', 'React Native', 'Teamwork']","['Ios', 'Testing', 'Api Integration', 'Kotlin', 'Leadership', 'Communication', 'App Store Deployment', 'Mobile Ui', 'React Native', 'Teamwork']",Mid Level (3-5 years)
SYN_0506,Backend Developer,"['Django', 'Linux', 'Java', 'Communication', 'API Security', 'SQL', 'Time Management', 'REST APIs', 'Spring Boot']",8,0-2,Synthetic,"['Django', 'Linux', 'Java', 'Communication', 'API Security', 'SQL', 'Time Management', 'REST APIs', 'Spring Boot']","['Django', 'Linux', 'Java', 'Communication', 'Api Security', 'SQL', 'Time Management', 'Rest Apis']",Entry Level (0-2 years)
SYN_0507,Data Analyst,"['Communication', 'SQL', 'Tableau', 'Time Management', 'ETL', 'Power BI', 'Looker', 'Data Cleaning', 'Teamwork']",9,3-5,Synthetic,"['Communication', 'SQL', 'Tableau', 'Time Management', 'ETL', 'Power BI', 'Looker', 'Data Cleaning', 'Teamwork']","['Communication', 'SQL', 'Tableau', 'Time Management', 'Etl', 'Power BI', 'Looker', 'Data Cleaning', 'Teamwork']",Mid Level (3-5 years)
SYN_0508,Database Administrator,"['Sharding', 'Scripting', 'Linux', 'Replication', 'Communication', 'Performance Tuning', 'PostgreSQL', 'Backup Recovery', 'MySQL', 'Query Optimization', 'Creativity', 'Database Security']",12,3-5,Synthetic,"['Sharding', 'Scripting', 'Linux', 'Replication', 'Communication', 'Performance Tuning', 'PostgreSQL', 'Backup Recovery', 'MySQL', 'Query Optimization', 'Creativity', 'Database Security']","['Sharding', 'Scripting', 'Linux', 'Replication', 'Communication', 'Performance Tuning', 'PostgreSQL', 'Backup Recovery', 'SQL', 'Query Optimization', 'Creativity', 'Database Security']",Mid Level (3-5 years)
SYN_0509,DevOps Engineer,"['Scripting', 'Linux', 'Problem Solving', 'Prometheus', 'Python', 'Monitoring', 'Critical Thinking', 'Kubernetes', 'Docker']",9,0-2,Synthetic,"['Scripting', 'Linux', 'Problem Solving', 'Prometheus', 'Python', 'Monitoring', 'Critical Thinking', 'Kubernetes', 'Docker']","['Scripting', 'Linux', 'Problem Solving', 'Prometheus', 'Python', 'Monitoring', 'Critical Thinking', 'Kubernetes', 'Docker']",Entry Level (0-2 years)
SYN_0510,Cloud Engineer,"['Networking', 'Serverless', 'Python', 'Monitoring', 'Azure', 'Critical Thinking', 'Creativity', 'Security', 'Infrastructure as Code', 'Docker']",10,3-5,Synthetic,"['Networking', 'Serverless', 'Python', 'Monitoring', 'Azure', 'Critical Thinking', 'Creativity', 'Security', 'Infrastructure as Code', 'Docker']","['C#', 'Serverless', 'Python', 'Monitoring', 'Azure', 'Critical Thinking', 'Creativity', 'Security', 'Infrastructure As Code', 'Docker']",Mid Level (3-5 years)
