profile_id,role_category,skills,skill_count,experience_years,source
SYN_0377,Network Engineer,"['Network Monitoring', 'Problem Solving', 'DNS', 'OSPF', 'Critical Thinking', 'Load Balancing', 'BGP', 'VPN', 'Wireshark']",9,5-8,Synthetic
SYN_0378,Backend Developer,"['Django', 'Linux', 'Java', 'Problem Solving', 'API Security', 'SQL', 'REST APIs', 'Authentication', 'Adaptability', 'Teamwork']",10,0-2,Synthetic
SYN_0379,Frontend Developer,"['UI/UX Principles', 'CSS', 'Responsive Design', 'Critical Thinking', 'Time Management', 'HTML', 'Webpack', 'React']",8,3-5,Synthetic
SYN_0380,DevOps Engineer,"['AWS', 'Scripting', 'Linux', 'Problem Solving', 'Terraform', 'Creativity', 'Kubernetes', 'Teamwork', 'Docker']",9,5-8,Synthetic
SYN_0381,Cybersecurity Analyst,"['SIEM', 'Linux', 'Compliance', 'ISO 27001', 'Python', 'Problem Solving', 'Network Security', 'Critical Thinking', 'NIST', 'Incident Response', 'Cryptography', 'Creativity', 'Wireshark']",13,5-8,Synthetic
SYN_0382,Full Stack Developer,"['Leadership', 'Python', 'Communication', 'JavaScript', 'Next.js', 'HTML/CSS', 'REST APIs', 'TypeScript', 'MongoDB', 'React', 'Docker']",11,0-2,Synthetic
SYN_0383,Backend Developer,"['Django', 'Database Design', 'Communication', 'Python', 'SQL', 'Time Management', 'Authentication', 'REST APIs', 'Spring Boot', 'Node.js', 'Teamwork']",11,0-2,Synthetic
SYN_0384,Cybersecurity Analyst,"['SIEM', 'Compliance', 'ISO 27001', 'Python', 'Network Security', 'NIST', 'Creativity', 'Cryptography', 'Adaptability', 'Wireshark']",10,5-8,Synthetic
SYN_0385,Cloud Engineer,"['Problem Solving', 'Leadership', 'CI/CD', 'Python', 'Monitoring', 'Teamwork', 'Docker', 'Security', 'Infrastructure as Code', 'CloudFormation']",10,5-8,Synthetic
SYN_0386,Database Administrator,"['Replication', 'Linux', 'Scripting', 'Database Design', 'Communication', 'Monitoring', 'MySQL', 'Backup Recovery', 'Database Security', 'Query Optimization', 'Creativity', 'PostgreSQL']",12,5-8,Synthetic
SYN_0387,Frontend Developer,"['Communication', 'Responsive Design', 'Angular', 'Critical Thinking', 'Next.js', 'HTML', 'Testing', 'Git', 'Tailwind CSS']",9,5-8,Synthetic
SYN_0388,Cybersecurity Analyst,"['Vulnerability Scanning', 'Linux', 'Compliance', 'ISO 27001', 'Network Security', 'Critical Thinking', 'Time Management', 'Adaptability', 'Penetration Testing']",9,3-5,Synthetic
SYN_0389,Database Administrator,"['Replication', 'Linux', 'Scripting', 'Communication', 'High Availability', 'Performance Tuning', 'Monitoring', 'SQL', 'Critical Thinking', 'MySQL', 'MongoDB', 'PostgreSQL']",12,5-8,Synthetic
SYN_0390,DevOps Engineer,"['Bash', 'Scripting', 'Linux', 'Problem Solving', 'Prometheus', 'Python', 'CI/CD', 'Monitoring', 'Creativity', 'Kubernetes', 'Git', 'Ansible']",12,0-2,Synthetic
SYN_0391,Backend Developer,"['Microservices', 'Django', 'Database Design', 'Problem Solving', 'Python', 'SQL', 'Critical Thinking', 'Authentication', 'MongoDB', 'Spring Boot', 'Docker']",11,5-8,Synthetic
SYN_0392,Data Scientist,"['Data Visualization', 'Scikit-learn', 'Leadership', 'Problem Solving', 'Spark', 'SQL', 'Deep Learning', 'TensorFlow']",8,0-2,Synthetic
SYN_0393,Database Administrator,"['Sharding', 'Replication', 'Linux', 'Database Design', 'Problem Solving', 'SQL', 'Critical Thinking', 'MySQL', 'Query Optimization', 'PostgreSQL']",10,3-5,Synthetic
SYN_0394,Network Engineer,"['Network Monitoring', 'Leadership', 'Routing', 'TCP/IP', 'OSPF', 'VLAN', 'Load Balancing', 'DHCP', 'Adaptability', 'BGP', 'VPN', 'Wireshark']",12,5-8,Synthetic
SYN_0395,Frontend Developer,"['UI/UX Principles', 'CSS', 'Problem Solving', 'TypeScript', 'Creativity', 'Vue.js', 'Adaptability', 'Testing', 'Git', 'React', 'Tailwind CSS']",11,0-2,Synthetic
SYN_0396,Frontend Developer,"['CSS', 'Leadership', 'JavaScript', 'Angular', 'Critical Thinking', 'Webpack', 'Vue.js', 'Adaptability', 'React', 'Tailwind CSS']",10,3-5,Synthetic
SYN_0397,Data Analyst,"['Data Visualization', 'Problem Solving', 'Excel', 'SQL', 'Reporting', 'ETL', 'Creativity', 'Business Intelligence', 'Power BI', 'Adaptability', 'Looker', 'Data Cleaning']",12,0-2,Synthetic
SYN_0398,Mobile Developer,"['Mobile UI', 'iOS', 'API Integration', 'Kotlin', 'Leadership', 'Problem Solving', 'Time Management', 'App Store Deployment', 'Swift', 'React Native', 'Testing', 'Git', 'UX Design']",13,0-2,Synthetic
SYN_0399,DevOps Engineer,"['Scripting', 'Linux', 'Problem Solving', 'CI/CD', 'Python', 'Prometheus', 'Docker', 'Creativity', 'Grafana', 'Git', 'Teamwork', 'Ansible']",12,8+,Synthetic
SYN_0400,DevOps Engineer,"['AWS', 'Bash', 'Scripting', 'CI/CD', 'Terraform', 'Docker', 'Adaptability', 'Creativity', 'Kubernetes', 'Grafana', 'Git', 'Ansible']",12,3-5,Synthetic
SYN_0401,Software Developer,"['Debugging', 'Linux', 'Java', 'Communication', 'Time Management', 'Documentation', 'Creativity', 'Testing', 'Git', 'Data Structures']",10,0-2,Synthetic
SYN_0402,Database Administrator,"['Database Design', 'Problem Solving', 'Communication', 'Performance Tuning', 'Monitoring', 'SQL', 'MySQL', 'Creativity', 'MongoDB', 'PostgreSQL']",10,0-2,Synthetic
SYN_0403,Product Manager,"['JIRA', 'Problem Solving', 'Leadership', 'Communication', 'Product Metrics', 'User Research', 'Market Research', 'Agile', 'Adaptability', 'MVP', 'Product Strategy']",11,5-8,Synthetic
SYN_0404,Frontend Developer,"['UI/UX Principles', 'Problem Solving', 'Angular', 'Next.js', 'Webpack', 'React', 'Creativity', 'Vue.js', 'Adaptability', 'Testing', 'Tailwind CSS']",11,0-2,Synthetic
SYN_0405,Software Developer,"['Java', 'Python', 'Algorithms', 'JavaScript', 'SQL', 'Critical Thinking', 'Object-Oriented Programming', 'Creativity', 'Adaptability', 'Git', 'Data Structures']",11,3-5,Synthetic
SYN_0406,UI/UX Designer,"['Wireframing', 'Photoshop', 'Leadership', 'Illustrator', 'Sketch', 'User Research', 'Creativity', 'Usability Testing', 'Visual Design', 'Interaction Design', 'Information Architecture']",11,3-5,Synthetic
SYN_0407,Frontend Developer,"['UI/UX Principles', 'CSS', 'JavaScript', 'Angular', 'Next.js', 'Time Management', 'TypeScript', 'Creativity', 'Testing', 'Git', 'Tailwind CSS']",11,3-5,Synthetic
SYN_0408,Product Manager,"['JIRA', 'Communication', 'Prioritization', 'Product Metrics', 'Critical Thinking', 'Data Analysis', 'User Research', 'Stakeholder Management', 'Teamwork']",9,0-2,Synthetic
SYN_0409,QA Tester,"['API Testing', 'JIRA', 'Regression Testing', 'Jenkins', 'Manual Testing', 'Leadership', 'SQL', 'Critical Thinking', 'Selenium', 'Time Management', 'Test Planning', 'Performance Testing', 'Cypress']",13,0-2,Synthetic
SYN_0410,Network Engineer,"['Network Monitoring', 'Switching', 'OSPF', 'TCP/IP', 'VLAN', 'Network Security', 'Critical Thinking', 'Time Management', 'Load Balancing', 'Firewalls', 'BGP', 'VPN']",12,0-2,Synthetic
SYN_0411,Frontend Developer,"['UI/UX Principles', 'Leadership', 'JavaScript', 'Webpack', 'TypeScript', 'HTML', 'React', 'Creativity', 'Testing', 'Git', 'Tailwind CSS']",11,3-5,Synthetic
SYN_0412,Frontend Developer,"['CSS', 'Leadership', 'Responsive Design', 'Angular', 'Next.js', 'REST APIs', 'Webpack', 'Creativity', 'Vue.js', 'Adaptability', 'Testing']",11,0-2,Synthetic
SYN_0413,Data Scientist,"['A/B Testing', 'Pandas', 'NumPy', 'Python', 'Spark', 'Tableau', 'Time Management', 'Machine Learning', 'TensorFlow', 'Teamwork']",10,0-2,Synthetic
SYN_0414,Mobile Developer,"['Java', 'Kotlin', 'API Integration', 'Flutter', 'Communication', 'Git', 'Problem Solving', 'REST APIs', 'App Store Deployment', 'Creativity', 'React Native']",11,5-8,Synthetic
SYN_0415,Network Engineer,"['Switching', 'Network Monitoring', 'Leadership', 'OSPF', 'VLAN', 'TCP/IP', 'Cisco', 'Time Management', 'Load Balancing', 'Firewalls', 'DHCP', 'Teamwork', 'Wireshark']",13,8+,Synthetic
SYN_0416,Software Developer,"['Java', 'Python', 'JavaScript', 'SQL', 'Critical Thinking', 'Version Control', 'REST APIs', 'Creativity', 'Git']",9,3-5,Synthetic
SYN_0417,Network Engineer,"['Communication', 'Routing', 'TCP/IP', 'Time Management', 'Load Balancing', 'DHCP', 'VPN', 'Wireshark']",8,3-5,Synthetic
SYN_0418,Software Developer,"['Java', 'Leadership', 'Python', 'Algorithms', 'SQL', 'JavaScript', 'Critical Thinking', 'Version Control', 'Time Management', 'Agile', 'Testing', 'Git', 'Object-Oriented Programming']",13,5-8,Synthetic
SYN_0419,Frontend Developer,"['UI/UX Principles', 'CSS', 'Leadership', 'Responsive Design', 'Time Management', 'REST APIs', 'TypeScript', 'HTML', 'Creativity', 'Vue.js', 'Git']",11,3-5,Synthetic
SYN_0420,UI/UX Designer,"['Figma', 'Wireframing', 'Communication', 'Sketch', 'Time Management', 'Usability Testing', 'Adaptability', 'Design Systems', 'User Flows', 'Accessibility', 'Information Architecture']",11,5-8,Synthetic
SYN_0421,Backend Developer,"['Microservices', 'Problem Solving', 'API Security', 'Redis', 'Critical Thinking', 'Authentication', 'Spring Boot', 'Node.js']",8,5-8,Synthetic
SYN_0422,Product Manager,"['Roadmapping', 'JIRA', 'Product Metrics', 'User Research', 'Market Research', 'Agile', 'Product Strategy', 'Adaptability', 'MVP', 'Stakeholder Management', 'Teamwork']",11,3-5,Synthetic
SYN_0423,UI/UX Designer,"['Prototyping', 'Sketch', 'Design Systems', 'User Flows', 'Critical Thinking', 'Time Management', 'Adobe XD', 'User Research', 'Usability Testing', 'Visual Design', 'Interaction Design', 'Information Architecture']",12,5-8,Synthetic
SYN_0424,Frontend Developer,"['CSS', 'Communication', 'Responsive Design', 'Angular', 'Teamwork', 'REST APIs', 'Webpack', 'React', 'Creativity', 'Vue.js', 'Testing', 'Git', 'Tailwind CSS']",13,0-2,Synthetic
SYN_0425,Backend Developer,"['Microservices', 'Django', 'Linux', 'Leadership', 'Python', 'API Security', 'REST APIs', 'Authentication', 'Spring Boot', 'Creativity', 'Adaptability', 'Node.js', 'Docker']",13,0-2,Synthetic
SYN_0426,Software Developer,"['Debugging', 'Communication', 'Algorithms', 'JavaScript', 'Documentation', 'Testing', 'Object-Oriented Programming', 'Teamwork']",8,3-5,Synthetic
SYN_0427,Backend Developer,"['Microservices', 'Django', 'Linux', 'Communication', 'API Security', 'SQL', 'Redis', 'REST APIs', 'Spring Boot', 'Node.js', 'Teamwork', 'Docker']",12,5-8,Synthetic
SYN_0428,Database Administrator,"['Sharding', 'Replication', 'Database Design', 'Communication', 'High Availability', 'Performance Tuning', 'SQL', 'Critical Thinking', 'Backup Recovery', 'MySQL', 'Query Optimization', 'Database Security', 'Teamwork']",13,0-2,Synthetic
SYN_0429,Data Analyst,"['Problem Solving', 'Communication', 'Python', 'Leadership', 'SQL', 'Statistics', 'ETL', 'Creativity', 'Power BI']",9,8+,Synthetic
SYN_0430,Backend Developer,"['Django', 'Database Design', 'Java', 'Problem Solving', 'Critical Thinking', 'REST APIs', 'MongoDB', 'Adaptability', 'Node.js']",9,5-8,Synthetic
SYN_0431,Software Developer,"['Debugging', 'Python', 'Algorithms', 'SQL', 'Documentation', 'REST APIs', 'Agile', 'Adaptability', 'Testing', 'Git', 'Object-Oriented Programming', 'Teamwork']",12,3-5,Synthetic
SYN_0432,Software Developer,"['Debugging', 'Communication', 'Python', 'Algorithms', 'SQL', 'JavaScript', 'Version Control', 'Documentation', 'Creativity', 'Agile', 'Data Structures', 'Teamwork']",12,5-8,Synthetic
SYN_0433,DevOps Engineer,"['AWS', 'Bash', 'Scripting', 'Prometheus', 'Python', 'Jenkins', 'Monitoring', 'Creativity', 'Grafana', 'Git', 'Teamwork', 'Ansible']",12,3-5,Synthetic
SYN_0434,UI/UX Designer,"['Figma', 'Illustrator', 'Critical Thinking', 'Adobe XD', 'User Research', 'Creativity', 'Design Systems', 'Visual Design', 'Accessibility', 'Information Architecture', 'Teamwork']",11,3-5,Synthetic
SYN_0435,UI/UX Designer,"['Figma', 'Photoshop', 'Prototyping', 'Communication', 'Adobe XD', 'Creativity', 'Usability Testing', 'Visual Design', 'Information Architecture']",9,3-5,Synthetic
SYN_0436,Frontend Developer,"['UI/UX Principles', 'Leadership', 'JavaScript', 'Next.js', 'HTML', 'REST APIs', 'Creativity', 'Adaptability', 'Testing', 'Git']",10,3-5,Synthetic
SYN_0437,Data Scientist,"['A/B Testing', 'Pandas', 'NumPy', 'Scikit-learn', 'Communication', 'Python', 'PyTorch', 'Tableau', 'Deep Learning', 'Big Data', 'Machine Learning', 'Critical Thinking', 'Creativity']",13,0-2,Synthetic
SYN_0438,Database Administrator,"['Sharding', 'Database Design', 'Leadership', 'High Availability', 'Performance Tuning', 'SQL', 'Critical Thinking', 'Query Optimization', 'Creativity', 'Database Security']",10,8+,Synthetic
SYN_0439,Backend Developer,"['Django', 'Linux', 'Java', 'Communication', 'Python', 'API Security', 'Redis', 'Creativity', 'Node.js']",9,3-5,Synthetic
SYN_0440,Frontend Developer,"['Problem Solving', 'Angular', 'Teamwork', 'Next.js', 'Webpack', 'REST APIs', 'React', 'Vue.js', 'Testing', 'Git', 'Tailwind CSS']",11,5-8,Synthetic
SYN_0441,Cybersecurity Analyst,"['SIEM', 'Communication', 'Python', 'Time Management', 'Firewalls', 'NIST', 'Security Audits', 'Penetration Testing', 'Wireshark']",9,0-2,Synthetic
SYN_0442,Product Manager,"['JIRA', 'Customer Discovery', 'Stakeholder Management', 'Communication', 'Problem Solving', 'Agile', 'Data Analysis', 'Market Research', 'Scrum', 'Adaptability', 'MVP', 'Product Strategy']",12,3-5,Synthetic
SYN_0443,DevOps Engineer,"['Bash', 'Jenkins', 'CI/CD', 'Python', 'Prometheus', 'Terraform', 'Adaptability', 'Grafana', 'Git', 'Teamwork', 'Docker']",11,3-5,Synthetic
SYN_0444,Data Analyst,"['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Python', 'Excel', 'Leadership', 'ETL', 'Business Intelligence', 'Looker', 'Data Cleaning', 'Teamwork']",12,3-5,Synthetic
SYN_0445,Network Engineer,"['Switching', 'Routing', 'OSPF', 'Network Security', 'Cisco', 'Time Management', 'DHCP', 'Teamwork', 'Wireshark']",9,5-8,Synthetic
SYN_0446,DevOps Engineer,"['Bash', 'Problem Solving', 'Python', 'Prometheus', 'Monitoring', 'Adaptability', 'Creativity', 'Kubernetes', 'Grafana', 'Git']",10,3-5,Synthetic
SYN_0447,UI/UX Designer,"['Photoshop', 'Prototyping', 'Leadership', 'Critical Thinking', 'Time Management', 'User Research', 'Design Systems', 'Visual Design', 'Accessibility', 'Interaction Design']",10,3-5,Synthetic
SYN_0448,Data Scientist,"['A/B Testing', 'Pandas', 'Data Visualization', 'Problem Solving', 'PyTorch', 'Statistics', 'Deep Learning', 'Adaptability', 'TensorFlow']",9,0-2,Synthetic
SYN_0449,Database Administrator,"['Sharding', 'Scripting', 'Replication', 'Database Design', 'Problem Solving', 'Leadership', 'High Availability', 'Monitoring', 'SQL', 'PostgreSQL', 'Creativity', 'MongoDB', 'Database Security']",13,3-5,Synthetic
SYN_0450,Backend Developer,"['Linux', 'Java', 'Communication', 'API Security', 'SQL', 'Authentication', 'Creativity', 'Node.js', 'Docker']",9,0-2,Synthetic
SYN_0451,Backend Developer,"['Node.js', 'Communication', 'Time Management', 'REST APIs', 'Authentication', 'Creativity', 'MongoDB', 'Spring Boot', 'Docker']",9,0-2,Synthetic
SYN_0452,DevOps Engineer,"['Bash', 'Scripting', 'Linux', 'Problem Solving', 'Communication', 'CI/CD', 'Python', 'Prometheus', 'Adaptability', 'Ansible', 'Grafana', 'Git', 'Docker']",13,5-8,Synthetic
SYN_0453,Database Administrator,"['Scripting', 'Linux', 'Database Design', 'Communication', 'Critical Thinking', 'Backup Recovery', 'Database Security', 'Query Optimization', 'PostgreSQL']",9,5-8,Synthetic
SYN_0454,Product Manager,"['Roadmapping', 'Customer Discovery', 'Leadership', 'Prioritization', 'Product Metrics', 'Data Analysis', 'User Research', 'Teamwork']",8,3-5,Synthetic
SYN_0455,Software Developer,"['Linux', 'Communication', 'Python', 'Algorithms', 'SQL', 'Version Control', 'REST APIs', 'Creativity', 'Testing', 'Git', 'Data Structures']",11,3-5,Synthetic
SYN_0456,Cloud Engineer,"['Networking', 'Serverless', 'Problem Solving', 'CI/CD', 'Python', 'Azure', 'Monitoring', 'Time Management', 'Terraform', 'Docker', 'Creativity', 'Infrastructure as Code', 'CloudFormation']",13,5-8,Synthetic
SYN_0457,DevOps Engineer,"['AWS', 'Bash', 'Scripting', 'Communication', 'CI/CD', 'Python', 'Leadership', 'Monitoring', 'Critical Thinking', 'Terraform', 'Kubernetes', 'Git', 'Docker']",13,5-8,Synthetic
SYN_0458,Cloud Engineer,"['AWS', 'Serverless', 'Problem Solving', 'Python', 'Azure', 'Google Cloud', 'Time Management', 'Kubernetes', 'Infrastructure as Code']",9,8+,Synthetic
SYN_0459,Network Engineer,"['Switching', 'Network Monitoring', 'Leadership', 'OSPF', 'TCP/IP', 'Critical Thinking', 'DHCP', 'Firewalls', 'BGP', 'VPN', 'Wireshark']",11,8+,Synthetic
SYN_0460,Cloud Engineer,"['AWS', 'Linux', 'Communication', 'Python', 'Leadership', 'Azure', 'Critical Thinking', 'Terraform', 'Infrastructure as Code']",9,0-2,Synthetic
SYN_0461,Frontend Developer,"['UI/UX Principles', 'CSS', 'Responsive Design', 'Teamwork', 'Next.js', 'REST APIs', 'TypeScript', 'Vue.js', 'Adaptability', 'Testing', 'Git', 'Tailwind CSS']",12,3-5,Synthetic
SYN_0462,Data Scientist,"['A/B Testing', 'Data Visualization', 'NumPy', 'PyTorch', 'Python', 'SQL', 'Spark', 'Critical Thinking', 'Big Data', 'Machine Learning', 'Time Management', 'Creativity', 'TensorFlow']",13,3-5,Synthetic
SYN_0463,DevOps Engineer,"['Bash', 'Scripting', 'Problem Solving', 'Jenkins', 'CI/CD', 'Monitoring', 'Terraform', 'Creativity', 'Kubernetes', 'Grafana', 'Teamwork', 'Docker']",12,3-5,Synthetic
SYN_0464,Backend Developer,"['Microservices', 'Django', 'Linux', 'Java', 'Database Design', 'Problem Solving', 'Python', 'Leadership', 'API Security', 'REST APIs', 'Authentication', 'MongoDB']",12,0-2,Synthetic
SYN_0465,Data Analyst,"['Data Visualization', 'Problem Solving', 'Excel', 'SQL', 'ETL', 'Power BI', 'Data Cleaning', 'Teamwork']",8,0-2,Synthetic
SYN_0466,Cloud Engineer,"['AWS', 'Serverless', 'Linux', 'Communication', 'CI/CD', 'Leadership', 'Azure', 'Terraform', 'CloudFormation']",9,5-8,Synthetic
SYN_0467,Software Developer,"['Debugging', 'Java', 'Python', 'SQL', 'JavaScript', 'Critical Thinking', 'Documentation', 'REST APIs', 'Creativity', 'Agile', 'Git', 'Data Structures']",12,0-2,Synthetic
SYN_0468,Backend Developer,"['Django', 'Linux', 'Database Design', 'SQL', 'Redis', 'API Security', 'Creativity', 'MongoDB', 'Adaptability', 'Node.js', 'Teamwork', 'Docker']",12,3-5,Synthetic
SYN_0469,DevOps Engineer,"['AWS', 'Bash', 'Linux', 'Problem Solving', 'CI/CD', 'Python', 'Monitoring', 'Creativity', 'Kubernetes', 'Grafana']",10,5-8,Synthetic
SYN_0470,DevOps Engineer,"['Bash', 'Scripting', 'Linux', 'Problem Solving', 'Leadership', 'Jenkins', 'Python', 'Monitoring', 'Critical Thinking', 'Grafana', 'Git', 'Ansible']",12,5-8,Synthetic
SYN_0471,Data Scientist,"['Data Visualization', 'Scikit-learn', 'Leadership', 'PyTorch', 'Problem Solving', 'Spark', 'Tableau', 'Deep Learning', 'Statistics', 'Big Data', 'SQL', 'Machine Learning', 'Critical Thinking']",13,5-8,Synthetic
SYN_0472,Network Engineer,"['Switching', 'Network Monitoring', 'OSPF', 'TCP/IP', 'Critical Thinking', 'Time Management', 'Load Balancing', 'DNS', 'VPN']",9,0-2,Synthetic
SYN_0473,UI/UX Designer,"['Photoshop', 'Adaptability', 'User Research', 'Creativity', 'Usability Testing', 'Interaction Design', 'Accessibility', 'Information Architecture']",8,8+,Synthetic
SYN_0474,Frontend Developer,"['Problem Solving', 'Communication', 'Next.js', 'Time Management', 'HTML', 'REST APIs', 'Vue.js', 'Testing', 'Git']",9,8+,Synthetic
SYN_0475,Frontend Developer,"['CSS', 'Communication', 'JavaScript', 'Angular', 'Next.js', 'REST APIs', 'TypeScript', 'HTML', 'React', 'Creativity', 'Vue.js', 'Tailwind CSS']",12,0-2,Synthetic
SYN_0476,DevOps Engineer,"['AWS', 'Bash', 'Leadership', 'CI/CD', 'Prometheus', 'Jenkins', 'Monitoring', 'Time Management', 'Terraform', 'Creativity', 'Ansible', 'Git', 'Docker']",13,5-8,Synthetic
